category_cc	join_date	channel	name_cc	subscribers_cc	videos_cc	subscriber_rank_sb	weights
Music	2013-03-22	UCuB7zkQVpcPKzHYJn45vM9w	RDC Gujarati	5830000	7661	1155.0	2.0869999999999997
People & Blogs	2012-01-25	UC-TFz4MD1ZzcY6NuZAP3Ndw	The Rybka Twins	5680000	206	1158.0	2.0869999999999997
Entertainment	2009-06-03	UCANBW6ACWi9huiCfbKk1pbQ	Papa Jake	6266472	3565	1159.0	2.0869999999999997
Autos & Vehicles	2006-03-11	UCsAegdhiYLEoaFGuJFVrqFQ	MotorTrend Channel	6380000	2231	1160.0	2.0869999999999997
Entertainment	2005-11-22	UCxAICW_LdkfFYwTqTHHE0vg	MTV	5760000	6464	1166.0	2.0869999999999997
Entertainment	2017-02-09	UCpZ88DWlKW0H_AYDaUZptcw	Ninja Kidz TV	5980000	126	1167.0	2.0869999999999997
Gaming	2010-07-31	UCLCmJiSbIoa_ZFiBOBDf6ZA	TobyGames	6450000	5149	1169.0	2.0869999999999997
News & Politics	2006-09-16	UClFSU9_bUb4Rc6OYfTt5SPw	Philip DeFranco	6400000	2627	1170.0	2.0869999999999997
Entertainment	2010-02-13	UCXhSCMRRPyxSoyLSPFxK7VA	Matthew Santoro	6380000	872	1174.0	2.0869999999999997
Entertainment	2008-08-26	UC_wIGmvdyAQLtl-U2nHV9rg	Zee Tamil	5560000	42842	1179.0	2.0869999999999997
Gaming	2005-12-27	UCGIY_O-8vW4rfX98KlMkvRg	Nintendo	6050000	3791	1180.0	2.0869999999999997
Entertainment	2015-10-29	UCy-AB5ehLFqh1FtCVIH4Q3A	Eagle Home Entertain...	5680000	19092	1184.0	2.0869999999999997
Music	2009-04-29	UCfLFTP1uTuIizynWsZq2nkQ	UKF Dubstep	6370000	1086	1185.0	2.0869999999999997
Gaming	2006-06-11	UCEe076nFuVobN0bAsXK7ICw	speedyw03	6400000	1872	1186.0	2.0869999999999997
People & Blogs	2009-06-16	UCGDumBSWK7q6Rpdwz8osbYA	Prettyboyfredo	5860000	453	1187.0	2.0869999999999997
Music	2009-08-15	UCLbdVvreihwZRL6kwuEUYsA	Think Music India	5790000	2737	1188.0	2.0869999999999997
Entertainment	2011-01-24	UCJ6kxrH8SKz9BiSJ--xeh1A	CloeCouture	6100000	327	1190.0	2.0869999999999997
Film and Animation	2012-06-16	UCKjjmMqvuxNYw8c6knceexQ	Sandaroo Kids	6330000	3281	1193.0	2.0869999999999997
Education	2015-04-15	UCaKZDEMDdQc8t6GzFj1_TDw	Be Inspired	5585165	96	1200.0	2.0869999999999997
People & Blogs	2006-05-07	UCey_c7U86mJGz1VJWH5CYPA	iJustine	6110000	1826	1206.0	2.0869999999999997
Entertainment	2006-06-15	UCVJK2AT3ea5RTXNRjX_kz8A	Tobuscus	6290000	515	1209.0	2.0869999999999997
Gaming	2010-07-21	UCqNH56x9g4QYVpzmWTzqVYg	Dynamo Gaming	5150000	1032	1210.0	2.0869999999999997
People & Blogs	2014-02-16	UCqwxMqUcL-XC3D9-fTP93Mg	LIL UZI VERT	5907388	79	1212.0	2.0869999999999997
Education	2011-10-20	UCZYTClx2T1of7BRZ86-8fow	SciShow	5850000	2071	1214.0	2.0869999999999997
Comedy	2006-05-30	UCOYWgypDktXdb-HfZnSMK6A	TomSka	6130000	164	1216.0	2.0869999999999997
Howto & Style	2010-01-22	UCIsotCCdTjStPCLyD9iBCCQ	Shruti Arjun Anand	5104133	763	1217.0	2.0869999999999997
Music	2011-04-19	UCjb5iAXrj1D6NjHJYvDGw7w	Wave Music - Bhakti	5820000	16437	1227.0	2.0869999999999997
Entertainment	2017-01-30	UCtVmCA5qjxCiktUd3dZu5hg	Senya ToysReview	5791038	162	1228.0	2.0869999999999997
Music	2014-08-10	UCP_b12xavk-H9EXp5JXLOEA	Satyajeet Jena Offic...	5680000	88	1229.0	2.0869999999999997
Howto & Style	2011-06-27	UC21yq4sq8uxTcfgIxxyE9VQ	Carli Bybel	6190000	546	1234.0	2.0869999999999997
Music	2008-11-27	UCunw-c0EKIX5LpPo8GpA2Aw	elcarteldesantatv	5690000	279	1235.0	2.0869999999999997
Gaming	2013-12-20	UCChwR7eLKtbl1KyI7VFASzQ	Fe4RLess	5750000	174	1237.0	2.0869999999999997
Comedy	2016-05-26	UCwWhs_6x42TyRM4Wstoq8HA	The Daily Show with ...	5470000	1711	1239.0	2.0869999999999997
Entertainment	2015-05-31	UCLnDTo0igOTjP6l3dT_tkDg	RCM Music Bhojpuri	5603079	6790	1243.0	2.0869999999999997
People & Blogs	2013-07-07	UCycM0Fd584iW3IpgCAjaSEw	AmusementForce	5720000	7007	1244.0	2.0869999999999997
Film and Animation	2016-06-06	UCsyoNsqE37tZIkuvqVPTa7g	Hindi Fairy Tales	5456350	176	1248.0	2.0869999999999997
Entertainment	2009-09-24	UCtNBFUsxj2YVbEc5HquzFqg	Carter Sharer	5540000	223	1249.0	2.0869999999999997
Entertainment	2016-11-08	UCCm3xDalujG8RHrhdTAZlgg	BreakMan	5500000	270	1250.0	2.0869999999999997
Music	2017-03-07	UCuajwgnxd-uxvNzzwYwjifA	Sonotek Official	5790000	1076	1253.0	2.0869999999999997
People & Blogs	2017-04-13	UCja7QUMRG9AD8X2F_vXFb9A	The Royalty Family	4554817	188	1255.0	2.0869999999999997
News & Politics	2007-10-25	UCPP3etACgdUWvizcES1dJ8Q	News18 India	5720000	44486	1256.0	2.0869999999999997
Entertainment	2015-02-19	UCHFA6Nt11kE_8OWIya0SQDQ	PlayToys	6050000	885	1257.0	2.0869999999999997
Pets & Animals	2009-02-25	UCwmZiChSryoWQCZMIQezgTg	BBC Earth	5380000	1602	1258.0	2.0869999999999997
Gaming	2006-01-17	UC9YydG57epLqxA9cTzZXSeQ	Call of Duty	5990000	1330	1259.0	2.0869999999999997
Music	2007-01-23	UCCTR5nIFvWBW9MeGEGPNG4g	Cat Music	5910413	1922	1265.0	2.0869999999999997
Education	2014-12-19	UCBINYCmwE29fBXCpUI8DgTA	MostAmazingTop10	5696090	2936	1268.0	2.0869999999999997
Music	2013-03-28	UChEYVadfkMCfrKUi6qr3I1Q	Kodak Black	5850000	265	1269.0	2.0869999999999997
Education	2010-10-20	UCgrsF4TYwmrV0QsXb8AoeHQ	Dr. Sandra Lee (aka ...	5720000	955	1270.0	2.0869999999999997
Gaming	2008-11-08	UCa7507M549AiDKN8J89tn5A	FaZe Apex	5670000	1822	1271.0	2.0869999999999997
Sports	2012-08-03	UCt2JXOLNxqry7B_4rRZME3Q	ICC	5630000	2451	1272.0	2.0869999999999997
Music	2012-11-20	UCjNRJBlxvvS0UXAT2Ack-QQ	Zara Larsson	5620761	42	1275.0	2.0869999999999997
Gaming	2010-10-21	UCsvn_Po0SmunchJYOWpOxMg	videogamedunkey	5730000	648	1277.0	2.0869999999999997
Education	2016-09-29	UCP9nQIE4mBLSu2nvLDZJZWg	Universe Adventure	5620000	263	1278.0	2.0869999999999997
Entertainment	2006-08-21	UCJHA_jMfCvEnv-3kRjTCQXw	Binging with Babish	5240000	245	1280.0	2.0869999999999997
Entertainment	2013-10-02	UClkUrNgGC4BD6pWURJbM9MQ	AWESMR kids	5600000	2236	1283.0	2.0869999999999997
Music	2009-08-24	UCD6aIT1MqFEwscbhuqr9fqw	Don Omar	5729190	108	1284.0	2.0869999999999997
People & Blogs	2016-06-06	UCdmnOJ63TCe2AEdeFTYiweA	Funny Vines	5610000	78	1286.0	2.0869999999999997
Howto & Style	2012-08-30	UCFKE7WVJfvaHW5q283SxchA	Yoga With Adriene	5420000	501	1287.0	2.0869999999999997
Music	2011-04-06	UCa7nT-pEV7Aeh-ntjecu7xw	Alex Aiono	6020000	276	1288.0	2.0869999999999997
Entertainment	2010-11-25	UCpgxmlXoDtkYzRQ4cJgCT5A	Power Rangers Offici...	5610000	3563	1289.0	2.0869999999999997
Howto & Style	2014-10-07	UCChqsCRFePrP2X897iQkyAA	Kabita's Kitchen	5590000	698	1290.0	2.0869999999999997
Music	2015-12-07	UC23ROAqt3prjnS89uHwcaaQ	CNCOVEVO	6040000	63	1294.0	2.0869999999999997
Science & Technology	2012-06-21	UCSiDGb0MnHFGjs4E2WKvShw	MR. INDIAN HACKER	4700000	336	1299.0	2.0869999999999997
Film and Animation	2014-10-24	UCNEKMkg_DG8eAyR1BNWsSvw	OGGY	5020000	552	1306.0	2.0869999999999997
Autos & Vehicles	2008-07-30	UCes1EvRjcKU4sY_UEavndBw	ChrisFix	5510000	320	1307.0	2.0869999999999997
Entertainment	2008-04-22	UCNcdbMyA59zE-Vk668bKWOg	Disney Junior	4970000	1726	1308.0	2.0869999999999997
Howto & Style	2009-06-29	UC_GvMVffgctSISDkeWlKhXQ	dope2111	5940000	239	1313.0	2.0869999999999997
Gaming	2010-09-01	UCdJdEguB1F1CiYe7OEi3SBg	JonTronShow	5662544	110	1315.0	2.0869999999999997
Howto & Style	2016-07-13	UCAeFhampgxy4JRtIDHU9pcA	YourHealth	5610000	433	1320.0	2.0869999999999997
Sports	2014-12-14	UCDVYQ4Zhbm3S2dlz7P1GBDg	NFL	5140000	16368	1323.0	2.0869999999999997
Entertainment	2010-11-20	UCyoEZ7icpGsUlki08Is8v9g	loveliveserve	5130000	566	1327.0	2.0869999999999997
Entertainment	2014-07-22	UCIHdr1oAtGvPeJTmxpQVDfw	AVRprankTV	5640000	81	1328.0	2.0869999999999997
Entertainment	2014-12-11	UCX2y61A3llrNxXBHg2EtGQw	De'arra & Ken 4 Life...	5770000	239	1330.0	2.0869999999999997
Music	2009-05-19	UCr8RbU-D7iSvpy0ZO-AasoQ	INNA	5518392	778	1336.0	2.0869999999999997
People & Blogs	2015-10-22	UC8asGEZcK6RBq2QY52fAVHw	The Surprise For Kid...	5790000	136	1337.0	2.0869999999999997
Howto & Style	2010-01-19	UCiP6wD_tYlYLYh3agzbByWQ	FitnessBlender	5810000	873	1340.0	2.0869999999999997
Music	2011-10-11	UC3N5y6UWKJaKqoU2b_0MfTQ	LanaDelReyVEVO	5924530	49	1343.0	2.0869999999999997
Music	2016-11-22	UCkAoKHarkL0cmwiPtluQUXg	RCM Bhojpuri Hit	4984341	6584	1345.0	2.0869999999999997
Comedy	2010-10-08	UC-DUrA-h7-s_C57ECJ1BFPA	Coby Persin	5720000	98	1347.0	2.0869999999999997
Howto & Style	2010-09-07	UC6jgzx2g3nlbaYkd8EMweKA	Jaclyn Hill	5890000	344	1348.0	2.0869999999999997
People & Blogs	2008-05-15	UC-OO324clObi3H-U0bP77dw	SnoopDoggTV	5470000	1439	1350.0	2.0869999999999997
Science & Technology	2005-09-23	UCftwRNsjfRo08xYE31tkiyw	WIRED	5100000	2902	1354.0	2.0869999999999997
Music	2005-11-11	UCfIXdjDQH9Fau7y99_Orpjw	Gorillaz	5480000	172	1355.0	2.0869999999999997
Gaming	2010-03-03	UCuj1Ms9_LCsQPSJ4p8nvOVA	Bajan Canadian	5930000	4175	1356.0	2.0869999999999997
Entertainment	2014-02-01	UCTlnaHHQ75zlDg_fLr7tGEg	The Timeliners	5521308	227	1357.0	2.0869999999999997
Education	2008-04-22	UCJkWoS4RsldA1coEIot5yDA	Mother Goose Club	5480000	846	1358.0	2.0869999999999997
Entertainment	2006-11-21	UCeSRjhfeeqIgr--AcP9qhyg	Guinness World Recor...	5470000	1772	1362.0	2.0869999999999997
Entertainment	2014-03-01	UCgJjd8J5moTQSwnCIx4WSIw	Planet Dolan	5830000	1266	1365.0	2.0869999999999997
Entertainment	2014-03-14	UCjBwQ6M9QyCgO5Pp-TQRFUA	RK Duggal Studios	5246633	695	1368.0	2.0869999999999997
Music	2009-05-12	UCQ5kHOKpF3-1_UCKaqXARRg	OneRepublicVEVO	5840000	153	1369.0	2.0869999999999997
News & Politics	2006-05-08	UCZFMm1mMw0F81Z37aaEzTUA	NDTV	5459870	79096	1371.0	2.0869999999999997
Sports	2007-06-20	UCOiFUE8BrJaAje9IlSmzCtg	Saskia's Dansschool	5445652	281	1372.0	2.0869999999999997
Howto & Style	2008-07-06	UC1KbedtKa3d5dleFR6OjQMg	alpha m.	5360000	1116	1376.0	2.0869999999999997
Entertainment	2014-05-21	UCLe_kjXzRP_0opzw-BXiQxw	XtremeGamez	4390000	119	1377.0	2.0869999999999997
People & Blogs	2017-04-04	UCTbNOCtAGaqOEnLMeo3JTeg	CookingShooking Hind...	4990000	197	1387.0	2.0869999999999997
Entertainment	2016-08-25	UCQfE97UMDGgKCFb7iGM8Btg	BakLol Video	4920000	139	1388.0	2.0869999999999997
Music	2005-10-24	UCB0JSO6d5ysH2Mmqz5I9rIw	AC/DC	5325026	101	1389.0	2.0869999999999997
People & Blogs	2017-07-18	UC6N-9Wh0DYhDI8sQS7jwjVA	Ms Alex Gonzaga	4370000	103	1390.0	2.0869999999999997
Gaming	2011-05-12	UCQCnMFr8uHBaMTaNBhych_A	Mini Ladd	5740000	1306	1393.0	2.0869999999999997
Education	2010-01-26	UCGi_crMdUZnrcsvkCa8pt-g	Alltime10s	5690000	1806	1397.0	2.0869999999999997
Entertainment	2010-06-14	UCwgURKfUA7e0Z7_qE3TvBFQ	devinsupertramp	5610000	311	1398.0	2.0869999999999997
Gaming	2010-04-12	UCvwgF_0NOZe2vN4Q3g1bY-A	Vikkstar123	5680000	4619	1403.0	2.0869999999999997
Entertainment	2015-02-03	UCrRLaQ1hup5VmVINQkgKE7Q	SurpriseJoe	5760000	114	1404.0	2.0869999999999997
Gaming	2014-12-21	UCoz3Kpu5lv-ALhR4h9bDvcw	Shroud	5400000	741	1405.0	2.0869999999999997
Education	2015-06-27	UCsCe7SNQckiRJ6y563SIupg	Jugnu Kids - Nursery...	5410000	430	1406.0	2.0869999999999997
News & Politics	2006-03-09	UCEa-JnNdYCIFn3HMhjGEWpQ	John Legend	5466913	153	1407.0	2.0869999999999997
Entertainment	2014-02-06	UC6-NBhOCP8DJqnpZE4TNE-A	Lance Stewart	5520000	1025	1415.0	2.0869999999999997
Music	2012-02-03	UCj2GTFekdV3EUsTVN8oaEqA	kevingatesTV	5275548	272	1423.0	2.0869999999999997
Education	2014-12-13	UC8oZ6DVw2vsi2yHMb_H4cRQ	Toys Kids TV	5480000	25	1425.0	2.0869999999999997
Film and Animation	2016-11-26	UCu7Hg0f3rxqZ6qs-188ZbjQ	Goldmines Dishoom	3710000	138	1425.0	2.0869999999999997
People & Blogs	2009-03-17	UC2LgZ_4GzSFQS-3a87_Jc6w	Cute Girls Hairstyle...	5660000	612	1427.0	2.0869999999999997
Music	2008-09-11	UCkD89TEFWsTZluY6tk84yqg	ckan98	5383547	122	1429.0	2.0869999999999997
Education	2016-11-06	UCZz3_h8kVL2VlE784JDkA_g	SECRET INDIAN TV	5360000	600	1430.0	2.0869999999999997
Music	2010-08-19	UCPNokRZ9hacjIQ3IQL6HNUQ	Zedd	5370000	101	1436.0	2.0869999999999997
Comedy	2016-04-29	UCbmu9wfzxKls40WkCzvqtRA	Elvish yadav	5200000	93	1437.0	2.0869999999999997
People & Blogs	2011-12-14	UCi87kxosIT3wrnEA-mv4jWA	FaZe Adapt	5580000	1449	1438.0	2.0869999999999997
Music	2006-12-05	UCFHtCB_FWXQ8GpjgfYcD8-g	Passenger	5394331	230	1440.0	2.0869999999999997
Music	2006-01-30	UCurpiDXSkcUbgdMwHNZkrCg	Mariah Carey	4920000	85	1443.0	2.0869999999999997
Entertainment	2011-05-18	UCgFvT6pUq9HLOvKBYERzXSQ	Davie504	3970000	465	1444.0	2.0869999999999997
Entertainment	2011-10-11	UC-lJ-F5mlPP6SYPkkq6gjwA	VikatanTV	5050000	12232	1446.0	2.0869999999999997
Sports	2010-10-10	UCdPui8EYr_sX6q1xNXCRPXg	STORROR	5080000	370	1450.0	2.0869999999999997
Sports	2009-09-09	UC5f5IV0Bf79YLp_p9nfInRA	How Ridiculous	5382516	250	1453.0	2.0869999999999997
Entertainment	2013-06-29	UCQmZ9BIYOBSkxL-eqqg5z-g	MarkAngelComedy	4870000	242	1454.0	2.0869999999999997
Education	2015-03-24	UCKcQ7Jo2VAGHiPMfDwzeRUw	ChuChuTV Surprise Eg...	5340000	74	1463.0	2.0869999999999997
Film and Animation	2012-01-17	UCt7_pnSRPKU3bu2GqmgH8gQ	WAMIndiaMovies	4720000	653	1465.0	2.0869999999999997
Entertainment	2008-01-02	UCe9JSDmyqNgA_l2BzGHq1Ug	HAR PAL GEO	5310000	8814	1466.0	2.0869999999999997
Music	2012-01-17	UCCFJeI-2sT_cWgz-QJRgbCw	KygoMusic	5309067	21	1467.0	2.0869999999999997
People & Blogs	2016-05-01	UCwIWAbIeu0xI0ReKWOcw3eg	Unspeakable	4590000	344	1473.0	2.0869999999999997
Science & Technology	2015-06-08	UC4Tklxku1yPcRIH0VVCKoeA	Quantum Tech HD	4322673	273	1474.0	2.0869999999999997
Music	2010-12-12	UCuFwzKrS0wE43CSkyaHBGiQ	SagaHits	4756448	2223	1475.0	2.0869999999999997
Entertainment	2015-07-18	UCGTxCNqN5xQx8UnJ4y8cT0w	Mr. Tops	5490000	297	1476.0	2.0869999999999997
Comedy	2013-10-18	UCbwMZHCMpBiOWfYLBOH-9Qw	TheOfficialLoganPaul...	5283112	42	1477.0	2.0869999999999997
Gaming	2012-03-29	UCP-CAwOG0AiieZNFdONsN5Q	KjraGaming	4480000	2094	1478.0	2.0869999999999997
Gaming	2012-06-25	UC4f1zAG2BTkfOQV4_nFbpBQ	TheAtlanticCraft	5280000	3180	1479.0	2.0869999999999997
Music	2013-05-31	UC0gOw4iy-6HwO01q-gA1B0Q	Lil Peep	4929450	28	1485.0	2.0869999999999997
Entertainment	2013-11-13	UCBz9qbqujcjIavFmBJW2oZw	Sony AATH	4406304	4447	1487.0	2.0869999999999997
Gaming	2009-03-04	UCq54nlcoX-0pLcN5RhxHyug	SeaNanners Gaming Ch...	5540000	1839	1488.0	2.0869999999999997
Music	2014-07-01	UCweazuUMMKdL2wwSyrxla9A	RaeSremmurdVEVO	5570000	50	1489.0	2.0869999999999997
Travel & Events	2009-02-02	UCyEd6QBSgat5kkC6svyjudA	Mark Wiens	4900000	993	1493.0	2.0869999999999997
Gaming	2012-04-10	UCNvzD7Z-g64bPXxGzaQaa4g	gameranx	5210000	1991	1496.0	2.0869999999999997
Comedy	2007-06-11	UCEmCXnbNYz-MOtXi3lZ7W1Q	The Key of Awesome	5500000	1100	1497.0	2.0869999999999997
Entertainment	2014-05-16	UCJYtYkiGldqX6Ne938j-k2g	The Voice Global	5010000	368	1500.0	2.0869999999999997
People & Blogs	2012-09-11	UCUKxWDTKylMaLjbNe3pOpCg	Cameron Dallas	5582797	20	1503.0	2.0869999999999997
Entertainment	2012-06-23	UCLk9wddjT0F-HILLRFXodtg	Joe Weller	5230000	326	1504.0	2.0869999999999997
Music	2013-04-19	UCsBEsq8oQ61St7LLwax1t5g	RDC Rajasthani	5100000	13679	1505.0	2.0869999999999997
News & Politics	2014-06-16	UC11PvrGPzo6Y7Zc6-e9cAKg	DramaAlert	5330000	1011	1506.0	2.0869999999999997
Film and Animation	2011-04-13	UCHiL-zHyeOnjb44ZcmZpIMw	Bolly Kick	4756308	431	1509.0	2.0869999999999997
Entertainment	2007-11-08	UC82o9tQyo_cJhtyoFi-ROEw	Zee Marathi	4950000	70337	1510.0	2.0869999999999997
Music	2012-12-19	UCudKvbd6gvbm5UCYRk5tZKA	TheSoundYouNeed	5405738	352	1512.0	2.0869999999999997
Gaming	2014-01-28	UCtb8P4rf_1n8KS8eZk_lNNw	Fitz	5256905	149	1514.0	2.0869999999999997
Entertainment	2016-11-25	UCOjRAkq9NNSPBgxljkFDAGg	ImJayStation	4790000	626	1515.0	2.0869999999999997
Entertainment	2015-07-06	UC-Gm4EN7nNNR3k67J8ywF4g	Blippi Toys	4620000	122	1517.0	2.0869999999999997
Entertainment	2012-05-08	UCd6xjtAsyhN6HfSw6lUSVMA	Melliart	5250000	55	1518.0	2.0869999999999997
Gaming	2013-05-17	UCKIZCD7ljjbzaWSrDMT0QPw	Sernandoe	4790000	1403	1527.0	2.0869999999999997
Entertainment	2008-12-10	UCU5pQWmxvxqRP5u-SdoV8rQ	Movie Talkies	5110000	22118	1528.0	2.0869999999999997
Gaming	2017-11-15	UCbJ9W-EexsJSMc4wMPOA9pA	Daequan Loco	5190000	543	1529.0	2.0869999999999997
Comedy	2006-01-07	UCywhnhPP3dAw7huG_y0hdEg	Brandon Rogers	5260000	170	1530.0	2.0869999999999997
News & Politics	2006-04-08	UC16niRr50-MSBwiO3YDb3RA	BBC News	5190000	10459	1531.0	2.0869999999999997
Gaming	2012-07-10	UC9CuvdOVfMPvKCiwdGKL3cQ	GameGrumps	5180000	6910	1536.0	2.0869999999999997
Entertainment	2015-11-10	UCkrKW1_u0O8qSc3xsLoRHew	Funk Bros	5150000	835	1538.0	2.0869999999999997
Film and Animation	2015-08-19	UCFTtrxmEhd1pu-_ShK8XeIg	Premium Digiplex Mov...	4630000	299	1539.0	2.0869999999999997
Music	2006-12-27	UCUs8sGiP4avNaYNVO22INhQ	Machine Gun Kelly	5170000	194	1540.0	2.0869999999999997
Howto & Style	2013-12-14	UCgtH3b5WROXZKYiiCKBEsYw	SHORT TIME SECRET	5020000	349	1548.0	2.0869999999999997
Music	2007-01-30	UCbulh9WdLtEXiooRcYK7SWw	MetallicaTV	5020000	1519	1549.0	2.0869999999999997
Music	2006-10-16	UCOJZ1tna8yj8mAEITPkHNCQ	Slipknot	5150061	199	1550.0	2.0869999999999997
Entertainment	2011-09-17	UCfhmwml--SRANrIVWxEM-SQ	FaZe Banks	5440000	177	1553.0	2.0869999999999997
People & Blogs	2017-11-24	UC7_yh9PEDpaqp34QtGO-_Yw	Tiana Wilson	5130000	221	1555.0	2.0869999999999997
Gaming	2010-11-29	UCNAz5Ut1Swwg6h6ysBtWFog	TBNRFrags	5140000	1881	1556.0	2.0869999999999997
Education	2006-11-17	UC4a-Gbdw7vOaccHmFo40b9g	Khan Academy	5060000	7445	1557.0	2.0869999999999997
Music	2016-10-24	UCk0wwaFCIkxwSfi6gpRqQUw	CamilaCabelloVEVO	5440000	33	1558.0	2.0869999999999997
Entertainment	2017-11-27	UCfl_I6C9DGcSGmjIGUxU04Q	MaJa Tv Moral Storie...	3780000	117	1560.0	2.0869999999999997
Entertainment	2008-05-23	UCSE6yilNScIz1SLTNQvrXMw	Vinheteiro	4640000	448	1563.0	2.0869999999999997
People & Blogs	2012-05-23	UCOgUcv_9DaivXzsN9mcHIzQ	TGFbro	5040000	396	1569.0	2.0869999999999997
Gaming	2009-04-27	UCiYcA0gJzg855iSKMrX3oHg	CoryxKenshin	4930000	1437	1575.0	2.0869999999999997
Pets & Animals	2014-03-21	UCINb0wqPz-A0dV9nARjJlOQ	The Dodo	4720000	5193	1580.0	2.0869999999999997
Comedy	2007-08-13	UCxOGHW-aqciBe5Wjq8ltzOg	Ownage Pranks	5080000	504	1583.0	2.0869999999999997
Gaming	2015-05-08	UCrkfdiZ4pF3f5waQaJtjXew	GamingWithKev	4890000	1685	1586.0	2.0869999999999997
Gaming	2012-05-09	UCz_yk8mDSAnxJq0ar66L4sw	RobTopGames	4836977	34	1587.0	2.0869999999999997
Music	2006-07-11	UCDgUAAHgsV2fFZQm2fIWBnA	Prince Ea	4600000	270	1588.0	2.0869999999999997
Music	2008-09-26	UCTKDB3h5zMdf_2siDHsd_yw	Cimorelli	4980000	631	1593.0	2.0869999999999997
Entertainment	2015-04-20	UClG3xO5ruPVabweBBOzZlrQ	Donna the Explorer	5030000	144	1594.0	2.0869999999999997
Music	2006-03-14	UCb3tJ5NKw7mDxyaQ73mwbRg	Kontor.TV	5177996	1996	1595.0	2.0869999999999997
News & Politics	2007-10-29	UCqYw-CTd1dU2yGI71sEyqNw	GMA News	4436635	308522	1596.0	2.0869999999999997
Entertainment	2010-07-25	UC9SVhrnsGxWwiBRWT9c7Ozw	RoomieOfficial	5050000	200	1598.0	2.0869999999999997
Entertainment	2011-11-14	UCB_Mdi3acqKLRR8zKFkqKoA	Ayo & Teo	5050000	91	1599.0	2.0869999999999997
Gaming	2011-09-02	UCUk7VggtJdo9XYTy3Z5QVAw	ItsFunneh	4850000	1309	1600.0	2.0869999999999997
Education	2016-06-06	UCa6cLayR1jdfGFPEOXKCRYg	Research Tv India	5023489	332	1604.0	2.0869999999999997
People & Blogs	2010-04-24	UCudeRz9YntRrmKBSqnHyKGQ	ConnorFranta	5370000	352	1605.0	2.0869999999999997
Comedy	2016-07-26	UCEr55381WIqO1w_IzgcI5DQ	Anwar Jibawi	5030000	103	1607.0	2.0869999999999997
News & Politics	2008-01-19	UC9CYT9gSNLevX5ey2_6CK0Q	NDTV India	3330000	18027	1608.0	2.0869999999999997
Music	2012-04-20	UC0pjYdWYOiD3-toOOyZZApw	Trimurti	4760046	3430	1609.0	2.0869999999999997
Gaming	2010-12-29	UCxaVOVnhmT0-HCUv72jtOTA	FaZe Rain	5327088	1671	1610.0	2.0869999999999997
Entertainment	2016-11-20	UCsaOzYsyshyrYL4SHCTI8xw	Ryan's Family Review...	4630000	492	1611.0	2.0869999999999997
Science & Technology	2015-11-17	UC1tVU8H153ZFO9eRsxdJlhA	Technology Gyan	4480000	464	1612.0	2.0869999999999997
Entertainment	2015-09-25	UCHJuQZuzapBh-CuhRYxIZrg	Insider	4890000	6822	1613.0	2.0869999999999997
Comedy	2007-01-31	UC0PKLLmL8pIJLjOI1gBH_pA	Shemaroo Comedy	5020000	1070	1614.0	2.0869999999999997
Gaming	2012-11-30	UCiwIAU4SNlrcv47504JrJeQ	Azerrz	4950000	250	1615.0	2.0869999999999997
Entertainment	2016-11-02	UC66qTRH20AvahadBgw5YYyQ	Life with Brothers	5030000	759	1616.0	2.0869999999999997
Education	2016-03-25	UCKRavtVhYBxTzigyGVLPPZQ	Bouncing Baby TV	5288567	34	1617.0	2.0869999999999997
Education	2010-05-18	UC7IcJI8PUf5Z3zKxnZvTBog	The School of Life	4870000	724	1619.0	2.0869999999999997
Entertainment	2013-03-07	UCbSGbqIVds2FiYn-0v0AqSA	Rathore Cassettes	4530000	3202	1620.0	2.0869999999999997
Entertainment	2012-02-15	UC2rd5cWeATWXJv-dPKGoVqA	realnollywoodclips	4970000	1076	1621.0	2.0869999999999997
Music	2006-10-07	UCaNrhBiXsXIM2epDl_kEzgQ	Usher	5061356	97	1623.0	2.0869999999999997
Comedy	2015-05-01	UClWD8su9Sk6GzZDwy9zs3_w	Tana Paul	4960000	260	1624.0	2.0869999999999997
Entertainment	2016-11-18	UCsB-1d8mS9zhHIje_sGTpXA	Kids, Toys & Adventu...	4840938	180	1628.0	2.0869999999999997
Music	2010-12-13	UCo07fumrTn1w4AxcU4j_uDw	Times Music	4920000	1265	1629.0	2.0869999999999997
Howto & Style	2012-06-08	UC0rDDvHM7u_7aWgAojSXl1Q	DaveHax	4910000	397	1632.0	2.0869999999999997
Gaming	2013-05-06	UCyeVfsThIHM_mEZq7YXIQSQ	MoreAliA	5150000	1414	1633.0	2.0869999999999997
Music	2010-11-24	UCaI6qWhg6BMHx3keDO2OD0Q	Venus Regional	4740000	2844	1635.0	2.0869999999999997
Education	2016-10-22	UCRGl2gA9X6BXqOvNL2jePtw	Mahatmaji Technical	4880000	492	1637.0	2.0869999999999997
Film and Animation	2007-11-14	UCH6vXjt-BA7QHl0KnfL-7RQ	Simon's Cat	5050000	213	1638.0	2.0869999999999997
Entertainment	2013-04-01	UC70o5gPX_JhOosmjwoAbKCA	Shalimar Telugu & Hi...	4740000	75412	1639.0	2.0869999999999997
Education	2015-10-11	UC1fpu8N-DkmhqqwHTI5yxrg	Health & Beauty Tips...	4760000	211	1643.0	2.0869999999999997
